uid,ability_raw,ability_rasch,history_raw,rt_raw,ability_q,ability_rasch_q,history_q,rt_q
431,0.2456813819577735,-0.534769951374178,521.0,22329.457364341084,0,0,2,0
432,0.31627296587926507,-0.1776378025900319,762.0,18528.610354223434,1,1,3,0
439,0.30158730158730157,-0.3778486979522666,1197.0,13147.340889276373,0,1,3,0
440,0.2841225626740947,-0.32140120214086315,718.0,23028.28854314003,0,1,3,0
442,0.32268121590023385,-0.3147407840267143,1283.0,14303.961196443008,1,1,3,0
443,0.23864574731626756,-0.7998591315037489,1211.0,13605.30679933665,0,0,3,0
453,0.34782608695652173,-0.05002618788984559,69.0,40876.92307692308,1,2,0,2
454,0.3930693069306931,0.04281348197308633,1010.0,23237.051792828686,2,2,3,1
461,0.3515805705474171,-0.09500058834963186,1297.0,12278.309409888358,1,1,3,0
465,0.3211920529801324,-0.2030987259808049,1812.0,13514.84593837535,1,1,3,0
472,0.4435483870967742,0.3348468616589296,372.0,40728.02197802198,2,2,1,2
473,0.2553041018387553,-0.5619775659690314,1414.0,12773.706896551725,0,0,3,0
481,0.36243654822335025,0.010231854636945033,985.0,21089.79591836735,1,2,3,0
490,0.3973384030418251,0.30512594493913514,526.0,33835.56405353729,2,2,2,2
492,0.3890374331550802,0.13241806154125968,748.0,20021.476510067114,2,2,3,0
496,0.3792325056433409,0.16503088236896762,443.0,35143.83561643836,2,2,2,2
500,0.23626698168930893,-0.8407714015562587,1693.0,11578.758949880668,0,0,3,0
507,0.35903614457831323,-0.10669450310111094,415.0,26540.14598540146,1,1,1,1
510,0.32656514382402707,0.04277548839699464,591.0,20810.580204778158,1,2,2,0
517,0.4029511918274688,0.18628758698700298,881.0,18320.733104238258,2,2,3,0
518,0.2718204488778055,-0.6822013561668763,401.0,19213.032581453634,0,0,1,0
527,0.2968152866242038,-0.36224404822986334,785.0,22940.568475452197,0,1,3,0
530,0.48545454545454547,0.5965457912806813,550.0,32407.339449541283,3,3,2,2
531,0.4929328621908127,0.6183940795238675,566.0,26361.702127659573,3,3,2,1
532,0.6352657004830918,1.1836217788502812,414.0,43070.388349514564,3,3,1,3
534,0.4011299435028249,0.027925575865013035,354.0,29125.714285714286,2,2,1,1
539,0.3575883575883576,-0.22136634174115957,962.0,13171.489817792068,1,1,3,0
540,0.49914529914529915,0.6513432289462929,585.0,32225.473321858863,3,3,2,2
544,0.2616822429906542,-0.684926113398585,535.0,22036.25954198473,0,0,2,0
550,0.2547974413646055,-0.4711438749826334,938.0,16452.871072589383,0,0,3,0
551,0.29108910891089107,-0.3960078867034523,505.0,26345.38152610442,0,1,2,1
556,0.3026706231454006,-0.19083232990388227,337.0,28878.33827893175,0,1,1,1
559,0.27045769764216365,-0.4385515755531712,721.0,20562.23776223776,0,0,3,0
560,0.4779299847792998,0.45425455070890314,657.0,33180.428134556576,3,3,2,2
568,0.3333333333333333,-0.08297779369784486,594.0,20721.84300341297,1,2,2,0
571,0.43683083511777304,0.30674985798680504,467.0,35177.48917748918,2,2,2,2
577,0.3996316758747698,0.07089090357586675,543.0,28870.37037037037,2,2,2,1
581,0.30447330447330445,-0.32327174275089343,693.0,19148.040638606675,0,1,2,0
586,0.45170876671619614,0.2625977676444161,673.0,24789.237668161433,2,2,2,1
590,0.3915547024952015,0.10532122529863931,1042.0,25097.490347490348,2,2,3,1
591,0.24096385542168675,-0.5554657088556014,498.0,18467.74193548387,0,0,2,0
593,0.29161290322580646,-0.2860455699013642,775.0,27332.464146023467,0,1,3,1
598,0.28860759493670884,-0.35605142557974295,395.0,15706.632653061224,0,1,1,0
601,0.36998394863563405,0.05229561252081996,1246.0,22856.796116504855,1,2,3,0
602,0.26697429136453527,-0.45920606871891373,1517.0,16716.467463479417,0,0,3,0
604,0.3347457627118644,-0.14149435798603097,944.0,25677.730192719486,1,1,3,1
606,0.48411214953271026,0.3929925889695867,535.0,27457.786116322703,3,3,2,1
608,0.42424242424242425,0.16552970731559802,198.0,39887.179487179485,2,2,0,2
609,0.3184713375796178,-0.26906661678010796,628.0,23324.237560192618,1,1,2,1
613,0.3466796875,-0.11056065831989997,1024.0,22065.686274509804,1,1,3,0
621,0.35139318885448917,0.027161567454296206,646.0,23196.899224806202,1,2,2,0
633,0.345005149330587,-0.19405333865193355,971.0,25882.901554404147,1,1,3,1
641,0.4309586631486368,0.351745040047676,1137.0,19724.381625441696,2,2,3,0
645,0.31729518855656696,-0.2004249752327976,769.0,20605.019815059444,1,1,3,0
649,0.5474613686534217,0.7839525054289834,453.0,36432.37250554324,3,3,2,2
650,0.2714429868819374,-0.45939184753050394,991.0,15810.950413223141,0,0,3,0
653,0.2661290322580645,-0.7635952717036376,124.0,31049.586776859505,0,0,0,1
656,0.36941813261163736,0.04304227860206479,739.0,25336.0768175583,1,2,3,1
658,0.21839080459770116,-0.7779470167598508,870.0,9610.72261072261,0,0,3,0
668,0.1958266452648475,-0.9676717669992049,623.0,22413.57027463651,0,0,2,0
672,0.5987361769352291,0.9909216020803505,633.0,33244.86571879937,3,3,2,2
673,0.4453900709219858,0.45115314085785996,705.0,28021.45922746781,2,3,3,1
676,0.33,-0.03121167676634633,600.0,25481.48148148148,1,2,2,1
679,0.44510035419126326,0.3950447252222284,847.0,19014.26872770511,2,3,3,0
692,0.2625,-0.40244665004273994,160.0,19981.25,0,1,0,0
696,0.4919908466819222,0.7063896307873075,437.0,31101.149425287356,3,3,2,2
700,0.34306569343065696,-0.10603939642273912,1507.0,22171.676686706745,1,1,3,0
702,0.4514285714285714,0.3901033957764423,875.0,23281.285878300805,2,3,3,1
707,0.33819241982507287,-0.15874689940882203,1372.0,14827.838827838828,1,1,3,0
709,0.3683223992502343,0.057581589998125605,1067.0,24389.895138226882,1,2,3,1
711,0.2869796279893711,-0.4276318185618133,1129.0,13543.75,0,1,3,0
714,0.2994269340974212,-0.3728260150093295,698.0,15138.282387190684,0,1,2,0
724,0.42812006319115326,0.21688286771911655,633.0,27710.610932475884,2,2,2,1
725,0.25176470588235295,-0.6055371391498696,425.0,16617.021276595744,0,0,1,0
737,0.5127860026917901,0.6373713725759357,743.0,32082.655826558264,3,3,3,2
739,0.2939297124600639,-0.2712316034145472,626.0,26790.660225442833,0,1,2,1
755,0.3181818181818182,-0.2713564216903799,1496.0,17410.901467505242,1,1,3,0
757,0.23846153846153847,-0.7559758286152486,520.0,18426.03550295858,0,0,2,0
763,0.5907692307692308,0.9958369518933774,650.0,33727.55417956656,3,3,2,2
766,0.39285714285714285,0.2884336598793394,588.0,19451.28205128205,2,2,2,0
772,0.45525291828793774,0.4268620969985207,514.0,26081.871345029238,2,3,2,1
776,0.2948717948717949,-0.07339543901752218,78.0,41421.05263157895,0,2,0,3
777,0.37922705314009664,0.21146772271074263,828.0,29056.166056166057,2,2,3,1
785,0.34014300306435136,-0.1637470901030695,979.0,24971.223021582733,1,1,3,1
790,0.384,0.0919548042562577,250.0,56957.805907172995,2,2,1,3
792,0.3346534653465347,-0.470855682824706,505.0,30665.99190283401,1,0,2,1
794,0.23281393217231897,-0.9040997232852569,1091.0,17654.66297322253,0,0,3,0
797,0.36673553719008267,-0.12515805127586582,968.0,27222.808870116158,1,1,3,1
798,0.7270341207349081,1.5330676428368244,381.0,41773.936170212764,3,3,1,3
800,0.26666666666666666,-0.7677188442516758,660.0,18431.221020092737,0,0,2,0
803,0.33599202392821537,-0.4788704231314022,1003.0,20613.02615694165,1,0,3,0
812,0.4305555555555556,0.04138827393402726,144.0,51965.03496503497,2,2,0,3
814,0.33771929824561403,-0.30419196249670666,228.0,40385.65022421525,1,1,0,2
816,0.4010416666666667,-0.0721728953634593,192.0,51612.903225806454,2,2,0,3
819,0.47538200339558573,0.35590844989252807,589.0,34471.89097103918,3,2,2,2
829,0.4067796610169492,-0.5260494880721327,177.0,38435.294117647056,2,0,0,2
831,0.4773413897280967,0.3209254830026065,662.0,25617.021276595744,3,2,2,1
832,0.3795620437956204,-0.07695374388457418,274.0,34084.55882352941,2,2,1,2
834,0.3357664233576642,-0.4205277335761882,274.0,33763.83763837638,1,1,1,2
846,0.38670284938941657,-0.03974099741080414,737.0,25770.3081232493,2,2,3,1
847,0.34375,-0.3918763754437427,128.0,44398.37398373984,1,1,0,3
857,0.5392857142857143,0.8033030165410453,280.0,62098.9010989011,3,3,1,3
865,0.5560439560439561,0.5651263325811172,455.0,37514.476614699335,3,3,2,2
867,0.21904761904761905,-1.2751640905837567,105.0,51970.29702970297,0,0,0,3
872,0.3888888888888889,-0.03909272354865382,126.0,46357.723577235774,2,2,0,3
879,0.5400410677618069,0.6998141684339647,487.0,38258.264462809915,3,3,2,2
883,0.42035398230088494,0.27177439347909726,226.0,42131.45539906103,2,2,0,3
887,0.304,-0.419266369333262,250.0,30586.06557377049,0,1,1,1
890,0.35443037974683544,-0.7073091428911217,316.0,41656.95792880259,1,0,1,3
909,0.4453125,-0.5497866212801802,128.0,34072.0,2,0,0,2
913,0.40848214285714285,0.14384429011282712,448.0,36778.554778554775,2,2,2,2
916,0.2725298588490771,-0.7668748611795747,921.0,14483.870967741936,0,0,3,0
934,0.34913793103448276,-0.20489125367206856,232.0,37261.06194690266,1,1,0,2
941,0.3292894280762565,-0.19017308045527298,577.0,30489.51048951049,1,1,2,1
946,0.5208333333333334,0.6712191968846993,96.0,54844.444444444445,3,3,0,3
947,0.2925531914893617,-0.6416671964895908,188.0,24923.91304347826,0,0,0,1
957,0.2938230383973289,-0.3360975878965922,599.0,31015.228426395937,0,1,2,1
969,0.31351351351351353,-0.761531657101871,185.0,32267.045454545456,1,0,0,2
978,0.4696969696969697,0.2991640052392412,330.0,30122.324159021406,2,2,1,1
987,0.559748427672956,0.9543738596516593,159.0,64647.05882352941,3,3,0,3
998,0.2670807453416149,-0.7546658805501602,1771.0,7717.403790924756,0,0,3,0
1001,0.655831739961759,0.979270729547048,523.0,33791.10251450677,3,3,2,2
1002,0.39849624060150374,-0.23201573327206695,133.0,50327.86885245902,2,1,0,3
1003,0.5576407506702413,0.8324254466631044,373.0,65989.31944444444,3,3,1,3
1008,0.5882352941176471,0.8647348467449111,187.0,57945.35519125683,3,3,0,3
1012,0.4948453608247423,0.34529580950409366,97.0,50042.10526315789,3,2,0,3
1033,0.3231197771587744,-0.5517353900707268,359.0,38436.97478991596,1,0,1,2
1038,0.5741626794258373,0.4656519587194855,209.0,52241.20603015075,3,3,0,3
1042,0.43870967741935485,0.34702434689738865,155.0,56837.83783783784,2,2,0,3
1049,0.33186813186813185,-0.5774747400372072,455.0,24534.216335540837,1,0,2,1
1051,0.3132832080200501,-0.48302794721289644,399.0,27039.370078740158,1,0,1,1
1055,0.425,-0.4125385230119514,160.0,30911.392405063292,2,1,0,1
1060,0.3333333333333333,-0.4493852336190123,204.0,28596.059113300493,1,0,0,1
1065,0.4264705882352941,0.31252310847414283,136.0,45288.88888888889,2,2,0,3
1071,0.5877192982456141,1.018495168252083,114.0,69663.55140186916,3,3,0,3
1076,0.29464285714285715,-0.6427973387593623,112.0,34339.449541284404,0,0,0,2
1082,0.2324561403508772,-0.6334142109568532,228.0,29743.36283185841,0,0,0,1
1085,0.39906103286384975,0.2575870241160629,213.0,38000.0,2,2,0,2
1088,0.3950617283950617,0.05379369195086696,162.0,37701.86335403727,2,2,0,2
1091,0.5281501340482574,0.6670910399090406,373.0,35476.584022038565,3,3,1,2
1093,0.4034090909090909,-0.029850204687942656,176.0,46039.77272727273,2,2,0,3
1104,0.5714285714285714,0.7025832619717794,112.0,66839.62264150943,3,3,0,3
1107,0.3865979381443299,-0.12269908616414582,194.0,43563.15789473684,2,1,0,3
1111,0.29411764705882354,-0.637749519032999,561.0,25003.75234521576,0,0,2,1
1120,0.4292682926829268,-0.03848406961701092,205.0,36227.72277227723,2,2,0,2
1124,0.3057324840764331,-0.777925255460664,314.0,18365.384615384617,0,0,1,0
1127,0.5435294117647059,0.691401714412233,425.0,37376.19047619047,3,3,1,2
1132,0.473972602739726,0.5252515985378086,365.0,58676.7955801105,3,3,1,3
1136,0.39453125,-0.1028600751613313,512.0,20314.34184675835,2,1,2,0
1137,0.3202614379084967,-0.40691840551270936,153.0,44826.666666666664,1,1,0,3
1141,0.5106382978723404,0.4719405969643887,235.0,55991.11111111111,3,3,1,3
1143,0.30033003300330036,-0.7623230638697376,303.0,24599.33774834437,0,0,1,1
1145,0.425,-0.8821312946361203,120.0,35550.84745762712,2,0,0,2
1147,0.3419354838709677,-0.3900997339676228,155.0,39904.109589041094,1,1,0,2
1154,0.7044117647058824,1.5467121062338076,680.0,41345.195555555554,3,3,2,3
1161,0.3031161473087819,-0.5373499947758471,706.0,24176.470588235294,0,0,3,1
1163,0.3082191780821918,-0.7254847145595089,146.0,44410.95890410959,0,0,0,3
1165,0.32806324110671936,-0.39805175091352807,253.0,39220.0,1,1,1,2
1168,0.575,0.7922695409271485,120.0,75939.6551724138,3,3,0,3
1182,0.366,-0.20826561384175263,500.0,29450.50505050505,1,1,2,1
1187,0.32253521126760565,-0.21199131106371458,710.0,25467.236467236467,1,1,3,1
1191,0.2908496732026144,-0.7453089805209762,306.0,18205.882352941175,0,0,1,0
1195,0.35135135135135137,-0.29395673558112156,259.0,48296.2962962963,1,1,1,3
1200,0.5384615384615384,0.03639638490598755,39.0,55052.63157894737,3,2,0,3
1211,0.38080495356037153,-0.20100223276128562,323.0,47685.53459119497,2,1,1,3
1212,0.36666666666666664,-0.11908924866844606,180.0,43902.857142857145,1,1,0,3
1219,0.48704663212435234,0.4487555464641008,579.0,26698.77408056042,3,3,2,1
1220,0.4758364312267658,0.3127559708081164,538.0,34916.0447761194,3,2,2,2
1229,0.2595656670113754,-0.5929030556570329,967.0,23994.797086368366,0,0,3,1
1232,0.4838709677419355,0.36781675083320464,248.0,54946.28099173554,3,3,1,3
1235,0.3412698412698413,0.06956045582444427,126.0,63694.21487603306,1,2,0,3
1246,0.3147410358565737,-0.4479669207672761,251.0,26844.621513944225,1,0,1,1
1247,0.625,1.1326399477038247,288.0,43325.08833922262,3,3,1,3
1249,0.55,0.7078825283579978,100.0,67168.42105263157,3,3,0,3
1260,0.40145985401459855,0.07272230947807928,411.0,37253.76884422111,2,2,1,2
1262,0.2911392405063291,-0.6817577257245303,316.0,20328.947368421053,0,0,1,0
1268,0.41139240506329117,-0.4355067436956241,158.0,41954.248366013075,2,0,0,3
1269,0.4967462039045553,0.4662871174547964,461.0,41008.75273522976,3,3,2,2
1274,0.24471299093655588,-0.787093065417269,331.0,13993.920972644377,0,0,1,0
1277,0.7142857142857143,1.5706888447699279,154.0,66486.66666666667,3,3,0,3
1278,0.6344647519582245,1.0885736783616142,383.0,52535.433070866144,3,3,1,3
1283,0.32281553398058255,-0.5658208937343354,412.0,32574.938574938576,1,0,1,2
1292,0.43722943722943725,0.1799335309040153,231.0,40877.19298245614,2,2,0,2
1295,0.35909090909090907,-0.560360425343148,220.0,22963.133640552995,1,0,0,0
1306,0.5915492957746479,0.7381950220075102,213.0,40612.44019138756,3,3,0,2
1319,0.29545454545454547,-0.4908095245304391,572.0,28305.903398926654,0,0,2,1
1325,0.3707627118644068,-0.1458766241534584,472.0,33382.096069868996,1,1,2,2
1336,0.49709302325581395,0.5663457130288063,688.0,30200.0,3,3,2,1
1342,0.25217391304347825,-0.4841527841569032,115.0,49165.1376146789,0,0,0,3
1347,0.3298429319371728,-0.519786899585925,191.0,28643.243243243243,1,0,0,1
1359,0.4117647058823529,0.11131501113492809,136.0,47718.51851851852,2,2,0,3
1360,0.5079365079365079,0.33833247934283384,126.0,58967.47967479675,3,2,0,3
1372,0.486013986013986,0.3767193316381587,286.0,37915.78947368421,3,3,1,2
1375,0.30434782608695654,-0.4884670262657014,667.0,20503.79362670713,0,0,2,0
1378,0.43788819875776397,-0.12681935817408976,322.0,37927.44479495268,2,1,1,2
1390,0.7244897959183674,1.8492566794276621,196.0,55310.88082901554,3,3,0,3
1392,0.2706185567010309,-1.0136765916079835,388.0,21264.248704663212,0,0,1,0
1395,0.43333333333333335,0.3013443043465769,300.0,41363.333333333336,2,2,1,3
1407,0.5619469026548672,0.3421061526206554,226.0,36318.38565022421,3,2,0,2
1411,0.319755600814664,-0.36509107500688914,491.0,33725.20661157025,1,1,2,2
1413,0.2948051948051948,-0.6872694973975642,770.0,18150.720838794234,0,0,3,0
1414,0.2222222222222222,-1.1132574689835046,1170.0,7882.661996497373,0,0,3,0
1419,0.5333333333333333,0.7480894851738408,480.0,43246.28450106157,3,3,2,3
1422,0.4569672131147541,0.4127331272560563,488.0,30186.721991701244,2,3,2,1
1427,0.37398373983739835,-0.12737983718046095,615.0,27154.85996705107,2,1,2,1
1428,0.21768707482993196,-0.8986337189800796,147.0,31737.931034482757,0,0,0,2
1429,0.24515547543938712,-0.8990055681883055,2219.0,10558.171745152355,0,0,3,0
1431,0.433931484502447,0.24851579777101374,613.0,35057.755775577556,2,2,2,2
1443,0.5294117647058824,0.6875587536291622,170.0,54435.58282208589,3,3,0,3
1450,0.37142857142857144,-0.2517928382024214,735.0,20301.50068212824,1,1,3,0
1453,0.37549407114624506,-0.17132347833637332,253.0,36251.0460251046,2,1,1,2
1454,0.4601449275362319,0.3061064502894744,276.0,42434.944237918215,2,2,1,3
1456,0.26744186046511625,-0.6755139427169905,86.0,57734.17721518988,0,0,0,3
1459,0.4548022598870056,0.11506491498270863,354.0,39366.27906976744,2,2,1,2
1462,0.373134328358209,-0.08900511380741209,67.0,58353.846153846156,1,1,0,3
1474,0.27106518282988873,-0.6736214509001522,1258.0,15260.096930533118,0,0,3,0
1478,0.5521739130434783,0.6240381017866193,230.0,51355.555555555555,3,3,0,3
1480,0.5911330049261084,0.8185538961084096,203.0,47430.0,3,3,0,3
1481,0.46534653465346537,0.32480808284944573,202.0,29278.60696517413,2,2,0,1
1485,0.3617021276595745,-0.43678127461257316,94.0,64521.739130434784,1,0,0,3
1488,0.37786259541984735,-0.42439597094804227,262.0,38824.90272373541,2,1,1,2
1489,0.48009367681498827,0.23192377518365237,427.0,33556.6037735849,3,2,2,2
1495,0.29850746268656714,-0.3249141012997309,268.0,43665.39923954372,0,1,1,3
1496,0.8555555555555555,2.1903579053362088,180.0,69028.24858757062,3,3,0,3
1497,0.2508710801393728,-0.8360782460311056,1148.0,25106.46041856233,0,0,3,1
1500,0.2768361581920904,-0.7111707606730421,177.0,46670.52023121387,0,0,0,3
1507,0.64375,0.9036976314530794,160.0,45694.267515923566,3,3,0,3
1512,0.37950138504155123,-0.2413989960099398,361.0,31307.2625698324,2,1,1,2
1516,0.3023255813953488,-0.9135067753618019,86.0,42073.170731707316,0,0,0,3
1527,0.25943396226415094,-0.5900173935763984,212.0,20900.47393364929,0,0,0,0
1530,0.37055837563451777,-0.07265285649620815,197.0,40776.649746192896,1,2,0,2
1549,0.27807486631016043,-0.7187560718329841,187.0,29313.513513513513,0,0,0,1
1551,0.4,-0.05062168384831807,55.0,84723.40425531915,2,2,0,3
1552,0.4682080924855491,0.441750270639,173.0,42869.8224852071,2,3,0,3
1555,0.2893258426966292,-0.5487825634452226,356.0,37778.42565597668,0,0,1,2
1559,0.35119047619047616,-0.4612401314663627,336.0,39836.36363636364,1,0,1,2
1566,0.5144927536231884,-0.14101452226162461,276.0,39026.41509433962,3,1,1,2
1576,0.4213197969543147,0.14939639201054783,197.0,45710.52631578947,2,2,0,3
1579,0.3236151603498542,-0.5490506888594404,343.0,26475.073313782992,1,0,1,1
1585,0.6444444444444445,0.9777108986519681,225.0,54685.18518518518,3,3,0,3
1589,0.5636363636363636,0.8109913441696981,385.0,33329.87012987013,3,3,1,2
1598,0.4451219512195122,0.31937973998180064,164.0,41128.205128205125,2,2,0,2
1604,0.4794520547945205,0.42270973555673347,438.0,36779.31034482759,3,3,2,2
1605,0.40082644628099173,0.08840709599289898,242.0,51080.168776371305,2,2,1,3
1606,0.315028901734104,-0.45947570463872506,346.0,27046.511627906977,1,0,1,1
1608,0.49166666666666664,-0.13212043003014134,240.0,43832.61802575107,3,1,1,3
1609,0.36633663366336633,-0.5579844892300789,202.0,47445.02617801047,1,0,0,3
1625,0.4126984126984127,0.04562180315755286,378.0,30072.192513368984,2,2,1,1
1635,0.4623955431754875,0.022086880953779083,359.0,34887.00564971752,2,2,1,2
1639,0.28417071853052406,-0.6338571992160992,1851.0,10163.19639842431,0,0,3,0
1642,0.3516483516483517,-0.3221321661770878,364.0,41725.98870056497,1,1,1,3
1643,0.2945205479452055,-0.14445101902683063,146.0,39007.142857142855,0,1,0,2
1647,0.3721881390593047,-0.2864997867086944,489.0,29672.87784679089,1,1,2,1
1654,0.29357798165137616,-0.6937608879073737,109.0,51245.28301886792,0,0,0,3
1666,0.6970509383378016,1.4679462991558132,373.0,53286.88524590164,3,3,1,3
1676,0.37184115523465705,-0.0767488769014971,277.0,31261.81818181818,1,2,1,2
1681,0.3612040133779264,-0.3596342147307819,299.0,35489.93288590604,1,1,1,2
1689,0.4645669291338583,-0.05952357174166835,127.0,46949.15254237288,2,2,0,3
1693,0.7224334600760456,1.2027808188805684,263.0,59625.984251968504,3,3,1,3
1700,0.34305317324185247,-0.13566654640749964,583.0,22473.321858864027,1,1,2,0
1701,0.5108359133126935,0.5185135778932128,323.0,31877.742946708466,3,3,1,2
1706,0.3211009174311927,-0.5782483854057676,327.0,34145.63106796116,1,0,1,2
1707,0.45652173913043476,0.16874859915443685,276.0,48691.11969111969,2,2,1,3
